,time,open,high,low,close,tick_volume,spread,real_volume
459,1764975300,180.776,180.844,180.77,180.829,346,20,0
460,1764975600,180.807,180.84,180.805,180.838,225,60,0
461,1764975900,180.837,180.846,180.827,180.841,171,60,0
462,1764976200,180.84,180.842,180.813,180.814,169,60,0
463,1764976500,180.816,180.821,180.804,180.815,208,60,0
464,1764976800,180.815,180.821,180.807,180.818,228,60,0
465,1764977100,180.817,180.83,180.802,180.808,219,60,0
466,1764977400,180.805,180.849,180.805,180.826,170,60,0
467,1764977700,180.825,180.825,180.799,180.806,130,60,0
468,1764978000,180.805,180.822,180.785,180.82,143,60,0
469,1764978300,180.82,180.824,180.799,180.82,215,60,0
470,1764978600,180.824,180.852,180.819,180.836,261,60,0
471,1764978900,180.861,180.866,180.816,180.86,220,58,0
472,1765152000,180.522,180.531,180.517,180.517,6,279,0
473,1765152300,180.542,180.606,180.502,180.575,160,180,0
474,1765152600,180.575,180.659,180.553,180.637,142,148,0
475,1765152900,180.66,180.682,180.616,180.662,75,80,0
476,1765153200,180.662,180.667,180.62,180.647,87,80,0
